datetime,open,high,low,close
2025-09-30 07:30:00,3852.4,3852.5,3846.36,3847.84
2025-09-30 08:00:00,3847.85,3847.97,3839.29,3840.45
2025-09-30 08:30:00,3840.44,3846.5,3840.43,3845.51
2025-09-30 09:00:00,3845.51,3845.98,3842.62,3842.62
2025-09-30 09:30:00,3842.61,3848.79,3841.78,3847.63
2025-09-30 10:00:00,3847.63,3857.71,3846.66,3855.75
2025-09-30 10:30:00,3855.75,3856.15,3850.83,3853.73
2025-09-30 11:00:00,3853.74,3860.0,3851.46,3859.49
2025-09-30 11:30:00,3859.48,3863.21,3859.48,3860.48
2025-09-30 12:00:00,3860.39,3863.35,3854.85,3856.89
2025-09-30 12:30:00,3856.9,3860.47,3855.36,3858.93
2025-09-30 13:00:00,3858.92,3872.24,3858.46,3870.72
2025-09-30 13:30:00,3870.71,3880.69,3869.71,3876.09
2025-09-30 14:00:00,3876.1,3877.06,3873.07,3874.44
2025-09-30 14:30:00,3874.44,3877.14,3872.94,3876.74
2025-09-30 15:00:00,3876.75,3878.84,3874.0,3877.48
2025-09-30 15:30:00,3877.47,3878.59,3875.0,3878.58
2025-09-30 16:00:00,3878.57,3880.23,3872.0,3873.94
2025-09-30 16:30:00,3873.94,3878.74,3865.46,3866.14
2025-09-30 17:00:00,3866.15,3869.54,3857.34,3861.55
2025-09-30 17:30:00,3861.56,3862.77,3850.94,3854.03
2025-09-30 18:00:00,3854.01,3857.19,3835.02,3837.93
2025-09-30 18:30:00,3837.93,3841.04,3821.31,3830.12
2025-09-30 19:00:00,3830.12,3837.0,3815.0,3817.57
2025-09-30 19:30:00,3817.58,3821.15,3806.92,3814.7
2025-09-30 20:00:00,3814.7,3828.93,3814.61,3821.69
2025-09-30 20:30:00,3821.69,3830.11,3821.18,3827.0
2025-09-30 21:00:00,3826.99,3828.08,3819.8,3822.02
2025-09-30 21:30:00,3822.02,3834.02,3820.96,3827.95
2025-09-30 22:00:00,3827.95,3827.95,3823.5,3826.02
2025-09-30 22:30:00,3826.01,3830.63,3820.97,3828.97
2025-09-30 23:00:00,3828.97,3830.49,3824.1,3826.68
2025-09-30 23:30:00,3826.68,3841.03,3824.59,3836.49
2025-10-01 00:00:00,3836.48,3861.07,3834.91,3854.04
2025-10-01 00:30:00,3854.03,3862.87,3850.34,3862.87
2025-10-01 01:00:00,3862.87,3862.87,3842.0,3845.92
2025-10-01 01:30:00,3845.92,3852.79,3845.92,3849.3
2025-10-01 02:00:00,3849.3,3855.84,3849.28,3855.41
2025-10-01 02:30:00,3855.42,3858.02,3844.14,3845.96
2025-10-01 03:00:00,3846.2,3848.61011,3843.76,3845.53
2025-10-01 03:30:00,3845.56,3849.27,3842.68,3844.03
2025-10-01 04:00:00,3844.38,3859.76,3839.9,3857.74
2025-10-01 04:30:00,3857.73,3860.38,3856.29,3859.47
2025-10-01 05:00:00,3859.25,3865.9,3859.23,3864.74
2025-10-01 05:30:00,3864.73,3869.99,3864.73,3869.97
2025-10-01 06:00:00,3869.97,3869.97,3859.31,3864.85
2025-10-01 06:30:00,3864.86,3871.8,3864.85,3869.18
2025-10-01 07:00:00,3869.18,3869.18,3863.93,3864.95
2025-10-01 07:30:00,3864.95,3870.18,3864.01,3870.18
2025-10-01 08:00:00,3870.17,3872.37,3866.05,3866.46
2025-10-01 08:30:00,3866.47,3871.63,3866.47,3871.63
2025-10-01 09:00:00,3871.62,3873.57,3871.62,3873.56
2025-10-01 09:30:00,3873.57,3875.76,3872.99,3875.76
2025-10-01 10:00:00,3875.75,3876.38,3873.04,3873.04
2025-10-01 10:30:00,3873.04,3875.46,3867.9,3872.23
2025-10-01 11:00:00,3872.22,3875.42,3870.55,3875.41
2025-10-01 11:30:00,3875.42,3880.0,3874.46,3879.22
2025-10-01 12:00:00,3879.22,3886.03,3873.55,3876.84
2025-10-01 12:30:00,3876.84,3877.9,3866.66,3873.46
2025-10-01 13:00:00,3873.46,3875.17,3868.06,3873.13
2025-10-01 13:30:00,3873.12,3873.85,3865.93,3870.78
2025-10-01 14:00:00,3870.77,3872.94,3867.13,3869.69
2025-10-01 14:30:00,3869.6,3872.89,3865.67,3872.87
2025-10-01 15:00:00,3872.87,3877.78,3871.65,3874.86
2025-10-01 15:30:00,3874.86,3877.13,3871.66,3872.2
2025-10-01 16:00:00,3872.2,3872.83,3863.63,3871.39
2025-10-01 16:30:00,3871.46,3875.18,3868.96,3870.48
2025-10-01 17:00:00,3870.48,3881.92,3870.48,3880.8
2025-10-01 17:30:00,3880.81,3889.71,3880.3,3889.66
2025-10-01 18:00:00,3889.74,3903.43,3889.74,3901.67
2025-10-01 18:30:00,3901.54,3904.55,3898.0,3904.49
2025-10-01 19:00:00,3904.48,3904.58,3894.93,3895.63
2025-10-01 19:30:00,3895.63,3901.77,3892.52,3899.52
2025-10-01 20:00:00,3899.52,3900.53,3894.99,3895.48
2025-10-01 20:30:00,3895.47,3897.33,3893.88,3895.21
2025-10-01 21:00:00,3895.22,3896.8,3890.4,3890.61
2025-10-01 21:30:00,3890.62,3894.78,3887.36,3893.85
2025-10-01 22:00:00,3894.3,3899.52,3886.91,3887.7
2025-10-01 22:30:00,3887.83,3890.57,3876.98,3881.5
2025-10-01 23:00:00,3881.5,3885.18,3875.72,3881.6
2025-10-01 23:30:00,3881.61,3887.69,3878.27,3881.4
2025-10-02 00:00:00,3882.3,3885.92,3879.45,3885.44
2025-10-02 00:30:00,3885.45,3887.59,3868.64,3882.72
2025-10-02 01:00:00,3882.72,3886.16,3871.67,3871.68
2025-10-02 01:30:00,3871.67,3878.67,3870.51,3878.33
2025-10-02 02:00:00,3878.32,3879.48,3871.01,3879.21
2025-10-02 02:30:00,3879.22,3881.32,3879.0,3880.54
2025-10-02 03:00:00,3880.54,3880.55,3877.32,3878.71
2025-10-02 03:30:00,3878.69,3878.69,3869.28,3869.99
2025-10-02 04:00:00,3869.98,3873.35,3865.09,3873.0
2025-10-02 04:30:00,3873.08,3874.7,3865.0,3868.09
2025-10-02 05:00:00,3868.09,3873.03,3866.75,3870.43
2025-10-02 05:30:00,3870.43,3876.63,3870.43,3873.53
2025-10-02 06:00:00,3873.53,3873.53,3868.08,3870.85
2025-10-02 06:30:00,3870.84,3875.49,3870.84,3875.49
2025-10-02 07:00:00,3875.48,3877.4,3875.09,3875.88
2025-10-02 07:30:00,3875.87,3878.19,3875.86,3877.44
2025-10-02 08:00:00,3877.45,3880.21,3868.83,3868.84
2025-10-02 08:30:00,3868.84,3874.12,3868.83,3871.63
2025-10-02 09:00:00,3871.63,3874.06,3871.62,3873.34
2025-10-02 09:30:00,3873.35,3873.86,3868.47,3870.01
2025-10-02 10:00:00,3870.49,3875.04,3859.99,3864.0
2025-10-02 10:30:00,3863.82,3864.85,3857.9,3860.06
2025-10-02 11:00:00,3860.06,3868.89,3856.01,3867.28
2025-10-02 11:30:00,3867.27,3871.38,3865.72,3867.93
2025-10-02 12:00:00,3867.93,3875.03,3866.92,3869.55
2025-10-02 12:30:00,3869.55,3875.55,3868.25,3873.76
2025-10-02 13:00:00,3873.76,3878.07,3873.62,3874.89
2025-10-02 13:30:00,3874.88,3874.88,3870.2,3871.84
2025-10-02 14:00:00,3871.85,3872.26,3869.4,3870.37
2025-10-02 14:30:00,3870.37,3870.37,3864.01,3867.07
2025-10-02 15:00:00,3867.07,3877.0,3864.77,3874.02
2025-10-02 15:30:00,3874.02,3874.04,3871.41,3872.87
2025-10-02 16:00:00,3872.86,3878.07,3872.5,3877.01
2025-10-02 16:30:00,3877.01,3878.54,3868.2,3869.0
2025-10-02 17:00:00,3869.0,3878.27,3869.0,3871.6
2025-10-02 17:30:00,3871.59,3875.1,3870.0,3875.09
2025-10-02 18:00:00,3875.1,3876.52,3873.25,3876.27
